192.9,104.686,10959.257,161.78,119.153,14197.511,179.192,112.423,12639.062,174.9027,114.304,13065.58,208.626,92.68,8589.711,166.402,117.674,13847.404,190.836,106.022,11240.824,152.372,121.734,14819.184,1
184.356,109.704,12035.117,149.61,122.22,14938.83,176.287,113.725,12940.259,181.293,111.306,12389.233,202.794,97.582,9522.287,165.895,117.838,13885.896,170.632,116.084,13475.642,150.024,122.246,14944.232,1
206.515,94.528,8935.665,168.51,116.89,13664.639,180.937,111.548,12443.259,188.88,107.175,11486.561,212.551,89.009,7922.739,163.708,118.589,14063.581,179.314,112.326,12617.198,157.246,120.557,14534.224,1
195.162,103.187,10647.753,164.77,118.21,13971.268,181.971,112.548,12461.259,174.1969,114.614,13136.505,197.723,101.413,10284.601,173.144,115.099,13247.832,177.207,113.303,12837.728,148.653,122.523,15012.029,1
195.162,103.187,10647.753,164.81,119.12,13981.564,180.933,111.541,12443.151,173.567,113.416,13426.56,197.723,101.413,10284.601,173.144,115.099,13247.832,177.207,113.303,12837.728,152.541,121.71,14813.515,1
185.118,109.317,11950.225,156.239,120.718,14571.589,188.707,107.313,11516.245,174.318,114.547,13121.181,202.493,97.837,9570.851,163.905,118.515,14046.039,169.35,116.569,13588.391,149.959,122.246,14944.147,1
176.124,113.752,12939.522,163.666,118.568,14057.386,194.1,103.985,10812.887,183.001,110.45,12199.74,198.5495,100.8123,10163.126,161.409,119.278,14227.357,184.988,109.4,11968.42,170.222,116.265,13517.748,1
198.659,100.762,10153.104,165.201,118.038,13933.165,178.694,112.638,12687.509,177.989,112.932,12753.852,207.931,93.301,8704.916,171.933,115.61,13365.852,182.991,110.486,12207.293,156.276,120.8,14592.656,1
162.885,118.813,14116.587,161.625,119.219,14213.3973,180.647,111.637,12020.487,179.925,112.002,12544.476,202.792,97.606,9527.057,168.427,116.954,13678.359,181.667,111.146,12353.495,151.877,121.837,14844.349,1
193.508,104.26,10870.24,170.105,116.2949,13524.526,175.669,110.086,12076.564,167.887,117.104,13713.4139,202.725,97.667,9538.546,165.464,118.002,13924.603,185.843,108.933,11866.568,149.958,122.236,14941.647,1
178.79,112.533,12663.792,159.477,119.834,14360.295,182.573,110.711,12254.552,173.786,114.787,13176.271,198.531,100.832,10167.147,158.649,120.103,14424.894,177.286,113.269,12830.068,143.484,123.368,15219.899,1
187.674,107.841,11629.726,170.057,116.313,13528.7283,178.296,111.706,12056.651,163.8,118.486,14039.099,198.056,101.161,10233.625,157.159,120.515,14523.926,173.45,114.953,13214.375,149.064,122.42,14986.667,1
181.32,111.309,12389.758,147.87,122.569,15023.237,175.423,110.032,12931.675,172.373,115.354,13306.764,200.767,99.165,9833.737,163.495,118.651,14078.261,159.406,119.884,14372.316,149.478,122.323,14962.985,1
194.895,103.382,10688.027,144.536,123.128,15160.619,184.729,109.5928,12010.588,179.574,112.166,12581.228,200.459,99.405,9881.524,167.847,117.158,13726.138,181.19,111.392,12408.379,152.696,121.668,14803.115,1
168.381,116.949,13677.069,157.151,120.485,14516.609,183.161,110.068,12115.099,173.834,114.751,13167.91,190.084,106.441,11329.804,159.303,119.932,14383.744,176.283,113.728,12934.212,151.028,122.028,14890.965,1
188.521,107.393,107.393,164.569,118.288,13992.223,179.258,111.612,12366.209,171.238,115.818,13413.846,196.331,102.38,10481.815,156.845,120.595,14543.388,178.48,112.7,12701.51,144.185,123.261,15193.345,1
176.99,113.405,12860.839,173.568,114.919,13206.381,178.623,112.68,12696.451,174.279,114.578,13128.12,192.508,104.932,11010.934,164.616,118.281,13990.613,181.503,111.25,12376.63,143.6,123.349,15215.026,1
181.984,110.972,12314.866,157.929,120.251,14460.309,180.586,111.446,12420.844,166.983,117.406,13702.339,185.264,109.458,11501.931,162.927,118.826,14119.63,173.618,114.874,13196.113,150.355,122.143,14918.994,1
168.69,116.8,13642.264,148.585,122.42,14986.767,168.207,117.06,13703.617,167.992,117.058,13702.681,189.007,107.086,11467.422,162.345,119.027,14167.643,169.048,116.688,13616.202,145.657,123.027,15135.857,1
185.782,108.953,11870.84,160.297,119.624,14309.534,195.241,103.228,10656.154,185.698,109.004,11882.034,201.384,98.692,9740.13,157.251,120.52,14525.212,186.515,108.579,11789.469,153.161,121.582,14782.268,1
185.149,109.344,11956.223,182.888,110.525,12215.889,178.214,111.481,12096.35,173.973,114.722,13161.269,195.053,103.275,10665.902,157.271,120.49,14517.971,190.622,106.147,11267.218,159.207,120.013,14403.17,1
181.72,111.116,12346.886,164.835,118.222,13980.223,175.707,113.713,12930.777,175.863,113.878,12968.281,205.544,95.348,9091.421,155.277,121.006,14642.554,187.103,108.238,11715.586,154.764,121.163,14680.616,1
177.37,113.194,12813.036,155.297,120.951,14629.2189,182.803,110.604,12233.337,181.767,111.062,12334.821,182.846,110.506,12211.674,168.999,116.722,13624.127,176.96,113.404,12860.497,149.712,122.28,14952.406,1
183.457,110.19,12141.925,156.351,120.673,14562.016,173.494,113.772,13403.187,186.557,108.508,11774.179,195.932,102.647,10536.594,167.976,117.117,13716.543,185.737,109.002,11881.536,152.323,121.734,14819.201,1
165.174,118.051,13936.273,170.692,116.051,13467.872,172.059,115.28,13291.57,186.538,108.54,11782.775,189.694,106.685,11381.891,164.46,118.335,14003.299,179.017,112.465,12648.48,151.612,121.878,14854.294,1
201.523,98.592,9720.391,164.811,118.191,13969.258,184.696,109.66,12025.697,179.909,112.003,12544.683,189.543,106.768,11399.576,159.378,119.914,14379.574,191.981,105.287,11085.369,146.845,122.819,15084.651,1
187.75,107.829,11627.128,174.691,114.401,13087.796,180.685,110.73,12334.855,165.801,117.843,13887.087,192.53,104.929,11010.285,163.328,118.691,14087.765,185.705,108.997,11880.524,152.623,121.669,14803.579,1
183.746,110.064,12114.219,163.037,118.768,14106.0138,170.224,112.35,12849.089,173.548,114.902,1302.685,199.619,100.046,10009.31,167.196,117.396,13781.935,192.42,105.021,11029.43,151.533,121.917,14863.847,1
175.298,114.116,13022.615,153.894,121.303,14714.53,177.847,110.56,12986.67,176.021,113.809,12952.529,195.421,103.016,10612.463,161.352,119.325,14238.675,174.667,114.409,13089.5,148.875,122.452,14994.6,1
176.07,113.8,12950.534,156.458,120.644,14555.133,173.2026,114.336,12894.54,180.42,111.748,12487.789,194.154,103.865,10788.071,164.781,118.234,13979.426,179.908,112.042,12553.46,154.092,121.29,14711.5,1
177.998,177.998,12751.035,169.806,116.389,13546.581,183.184,110.399,12188.084,182.486,110.718,12258.642,188.657,107.296,11512.512,163.865,118.516,14046.272,199.279,100.303,10060.845,153.782,121.406,14739.425,1
177.021,113.37,12852.954,164.034,118.301,14341.236,174.732,114.43,13096.278,172.154,115.462,13331.491,184.879,109.442,11977.567,165.33,118.034,13932.205,185.488,109.123,11908.002,149.375,122.363,14972.79,1
194.575,103.592,10731.463,160.342,119.231,14398.456,186.99,108.35,11740.908,185.447,109.136,11910.762,189.992,106.518,11346.175,177.157,113.359,12850.274,195.771,102.811,10570.293,169.282,116.642,13605.587,1
181.636,111.16,12356.699,180.0575,111.959,12534.96,181.613,111.221,12370.274,187.123,108.212,11710.017,194.019,103.97,10809.907,164.496,118.343,14005.207,189.472,106.835,11413.799,151.468,121.913,14862.929,1
182.232,110.841,12285.786,151.127,121.906,14861.183,179.42,111.243,11078.284,163.73,118.511,14045.006,183.374,110.234,12151.605,161.475,119.286,14229.171,176.903,113.419,12864.041,146.055,122.965,15120.485,1
181.927,111.021,12325.796,166.099,117.755,13866.299,184.166,108.77,11831.778,181.088,111.419,12414.251,197.561,101.532,10308.838,170.668,116.099,13479.142,186.567,108.528,11778.526,149.935,122.257,14946.85,1
179.181,112.368,12626.588,165.999,117.817,13880.859,183.092,109.089,12596.956,175.659,113.992,12994.286,195.998,102.625,1053.93,163.408,118.696,14088.873,177.926,112.991,12767.176,151.362,121.957,14873.557,1
185.329,109.234,11932.254,164.149,118.471,14035.429,180.976,111.175,12486.576,184.848,109.496,11989.506,200.434,99.434,9887.265,166.578,117.626,13835.981,187.5009,108.038,11672.274,152.382,121.75,14823.144,1
190.742,106.064,11249.695,164.67,118.906,14834.345,182.567,112.528,12075.329,173.79,114.779,13174.416,203.805,96.798,9369.945,169.37,116.616,13599.293,191.998,105.294,11086.977,150.781,122.097,14907.821,1
186.306,108.695,11814.684,210.398,91.075,8294.751,170.436,113.225,12819.912,174.311,114.578,13128.467,181.849,111.062,12334.845,157.181,120.512,14523.352,191.768,105.433,11116.208,159.131,120.033,14408.16,0
178.866,112.541,12665.556,175.517,105.794,8397.89,180.45,110.345,12067.456,198.537,93.68,8988.517,200.697,99.22,9844.689,161.443,119.227,14215.227,181.357,111.321,12392.517,143.3524,123.379,15222.501,0
170.215,116.216,13506.204,148.5739,122.43,14989.122,162.237,119.066,14176.738,168.24,116.973,13682.769,181.016,111.453,12421.935,169.968,116.321,13530.77,169.121,116.661,13610.009,156.623,120.637,14553.486,0
170.962,115.928,13439.371,178.228,112.79,12723.221,162.341,119.023,14166.479,168.24,116.973,13682.769,181.016,111.453,12421.935,168.735,116.796,13641.464,171.37,115.789,13407.284,146.666,122.855,15093.408,0
182.696,110.618,12236.403,166.909,117.438,13791.899,166.901,117.508,13808.244,167.539,117.202,13736.418,174.784,114.349,13075.919,162.252,118.986,14157.769,173.458,114.941,13211.5,150.29,122.152,14921.26,0
187.202,108.194,11706.09,182.687,110.629,12238.819,163.819,118.587,14061.561,174.315,114.577,13128.071,181.849,111.062,12334.845,157.181,120.512,14523.352,217.307,84.108,7074.192,159.1311,120.033,14408.16,0
182.913,110.504,12211.288,167.105,117.369,13775.692,162.003,119.056,14174.461,167.539,117.202,13736.374,174.777,114.349,13075.831,162.258,118.981,14156.514,173.511,114.919,13206.381,150.311,122.149,14920.408,0
178.866,112.541,12665.556,190.192,105.931,1098.892,182.899,110.5496,12221.227,190.534,90.56,8786.111,200.697,99.22,9844.689,167.658,117.216,13739.809,181.357,111.321,12392.517,159.043,119.961,14390.714,0
178.843,112.553,12668.384,207.9061,93.314,8707.638,183.001,110.506,12211.61,191.631,93.86,8395.186,200.697,99.22,9844.689,164.745,118.239,13980.67,183.771,110.07,12115.475,143.706,123.335,15211.591,0
196.651,102.199,10444.651,178.514,98.23,9324.387,182.897,110.55,12222.202,191.538,96.45,8947.45,200.697,99.22,9844.689,164.745,118.239,13980.67,181.27,111.365,12402.164,143.706,123.335,15211.591,0
